From Date cannot be greater than To Date,(من تاريخ) لا يمكن أن يكون أكبر (الي التاريخ)
Tax Rule Conflicts with {0},تضارب القاعدة الضريبية مع {0}
Row #{0}: From Date cannot be before To Date,@@
Row #{0}: Dates overlapping with other row,@@
Account {0} added multiple times,@@
Please set associated account in Tax Withholding Category {0} against Company {1},يرجى تعيين الحساب المرتبط في فئة الضريبة المستقطعة {0} مقابل الشركة {1}
No Tax Withholding data found for the current posting date.,@@
Only {0} are supported,@@
Fiscal Year,السنة المالية
New fiscal year created :-,@@
Payment Receipt Note,إشعار إيصال الدفع
Received On,وردت في
Received From,مستلم من
For,لأجل
Authorized Signatory,المخول بالتوقيع
Purchase Invoice,فاتورة شراء
Sales Invoice,فاتورة مبيعات
Sr,ر.ت
Page {0} of {1},الصفحة {0} من {1}
Too many columns. Export the report and print it using a spreadsheet application.,عدد كبير جدا من الأعمدة. تصدير التقرير وطباعته باستخدام تطبيق جدول البيانات.
Start Year and End Year are mandatory,سنة البداية وسنة الانتهاء إلزامية
End Year cannot be before Start Year,نهاية العام لا يمكن أن يكون قبل بداية العام
From Date and To Date are mandatory,@@
To Date cannot be less than From Date,لا يمكن أن يكون تاريخ التاريخ أقل من تاريخ
Could not retrieve information for {0}.,تعذر استرداد المعلومات ل {0}.
Total {0} ({1}),إجمالي {0} ({1})
"To use a different finance book, please uncheck 'Include Default FB Entries'",@@
Cost Center: {0} does not exist,مركز التكلفة: {0} غير موجود
Asset,الأصول
Liability,الخصوم
Expense,نفقة
Bank,مصرف
Chargeble,Chargeble
Capital Work in Progress,العمل الرأسمالي في التقدم
Expense Account,حساب النفقات
Fixed Asset,الأصول الثابتة
Income Account,حساب الدخل
Payable,واجب الدفع
Receivable,مستحق
Tax,ضريبة
Temporary,مؤقت
Balance,الموازنة
Finance Book,كتاب المالية
Cost Center,مركز التكلفة
Payable Account,حساب الدائنين
Ageing Based On,العمرعلى أساس
Ageing Range 1,مدى العمر 1
Ageing Range 2,مدى العمر 2
Ageing Range 3,مدى العمر 3
Ageing Range 4,الشيخوخة المدى 4
Payment Terms Template,نموذج شروط الدفع
Party Type,نوع الطرف
Supplier Group,مجموعة الموردين
Group By Supplier,المجموعة حسب المورد
Based On Payment Terms,بناء على شروط الدفع
Show Remarks,@@
Show Future Payments,إظهار المدفوعات المستقبلية
Revaluation Journals,@@
In Party Currency,@@
Group by Voucher,المجموعة بواسطة قسيمة
Accounts Payable Summary,ملخص الحسابات المستحقة للدفع
Receivable Account,حساب مدين
Customer Group,مجموعة العميل
Sales Partner,شريك المبيعات
Territory,إقليم
Group By Customer,المجموعة حسب العميل
Show Linked Delivery Notes,إظهار ملاحظات التسليم المرتبطة
Show Sales Person,عرض شخص المبيعات
Accounts Receivable Summary,ملخص الحسابات المدينة
Customer Contact,معلومات اتصال العميل
Customer Name,اسم العميل
Supplier Name,اسم المورد
Voucher Type,نوع السند
Bill No,رقم الفاتورة
Bill Date,تاريخ الفاتورة
Payment Term,مصطلح الدفع
Invoice Grand Total,الفاتورة الكبرى المجموع
Credit Note,إشعار دائن
Debit Note,إشعار مدين
Customer LPO,العميل لبو
Delivery Notes,مذكرات التسليم
{range4}-Above,@@
Customer Group: {0} does not exist,@@
Show GL Balance,@@
Advance Amount,المبلغ مقدما
GL Balance,@@
Difference,فرق
Above,فوق
Asset Category,فئة الأصول
Include Default FB Assets,@@
"To use a different finance book, please uncheck 'Include Default FB Assets'",@@
Depreciation Date,تاريخ الإهلاك
Purchase Amount,قيمة الشراء
Opening Accumulated Depreciation,الاهلاك التراكمي الافتتاحي
Depreciation Amount,قيمة الإهلاك
Accumulated Depreciation Amount,قيمة الاستهلاك المتراكمة
Value After Depreciation,القيمة بعد الاستهلاك
Depreciation Entry,حركة الإهلاك
Current Status,الحالة الحالية
Purchase Date,تاريخ الشراء
Cost as on,التكلفة كما في
Cost of New Purchase,تكلفة الشراء الجديد
Cost of Sold Asset,تكلفة الأصول المباعة
Cost of Scrapped Asset,تكلفة الأصول الملغاة او المخردة
Accumulated Depreciation as on,الاستهلاك المتراكم كما في
Depreciation Amount during the period,قيمة الإهلاك خلال الفترة
Depreciation Eliminated due to disposal of assets,تم إلغاء الإهلاك بسبب التخلص من الأصول
Net Asset value as on,صافي قيمة الأصول كما في
Select View,@@
Report View,@@
Growth View,@@
Accumulated Values,القيم المتراكمة
Include Default FB Entries,تضمين إدخالات دفتر افتراضي
Unclosed Fiscal Years Profit / Loss (Credit),غير مغلقة سنتين الماليتين الربح / الخسارة (الائتمان)
Total (Credit),الإجمالي (الائتمان)
Provisional Profit / Loss (Credit),الربح / الخسارة المؤقته (دائن)
Previous Financial Year is not closed,السنة المالية السابقة ليست مغلقة
Total Asset,@@
Total Liability,@@
Total Equity,@@
Liabilities,المطلوبات
Bank Account,حساب مصرفي
Payment Document Type,نوع مستند الدفع
Cheque/Reference No,رقم الصك / السند المرجع
Clearance Date,تاريخ الاستحقاق
Against Account,مقابل الحساب
Bank Reconciliation Statement,بيان تسوية حساب بنكية
Against,مقابل
Reference Date,المرجع تاريخ
Include POS Transactions,تشمل معاملات نقطه البيع
Bank Statement balance as per General Ledger,كشف رصيد الحساب المصرفي وفقا لدفتر الأستاذ العام
Outstanding Cheques and Deposits to clear,الشيكات و الإيداعات المعلقة لتوضيح او للمقاصة
Cheques and Deposits incorrectly cleared,الشيكات والودائع موضحة او المقاصة تمت بشكل غير صحيح
Calculated Bank Statement balance,حساب رصيد الحساب المصرفي
Payment Document,وثيقة الدفع
Ref Date,تاريخ المرجع
As on Date,@@
Item Code,رمز السلعة
Item Name,اسم السلعة
UOM,وحدة القياس
Invoiced Qty,@@
Received Qty,تلقى الكمية
variance,@@
From Fiscal Year,من السنة المالية
To Fiscal Year,إلى السنة المالية
Period,فترة
Monthly,شهريا
Quarterly,فصلي
Half-Yearly,نصف سنوية
Yearly,سنويا
Budget Against,الميزانية مقابل
Dimension Filter,مرشح البعد
Show Cumulative Amount,إظهار المبلغ التراكمي
Actual,الفعلية
Variance,فرق
Total Budget,الميزانية الإجمالية
Total Actual,الإجمالي الفعلي
Total Variance,مجموع الفروق
Actual Expense,@@
Net Change in Cash,صافي التغير في النقد
Net Cash from Operations,صافي النقد من العمليات
Cash Flow from Operations,التدفق النقدي من العمليات
Net Change in Accounts Receivable,صافي التغير في الحسابات المدينة
Net Change in Accounts Payable,صافي التغير في الحسابات الدائنة
Net Change in Inventory,صافي التغير في المخزون
Net Cash from Investing,صافي النقد من الاستثمار
Cash Flow from Investing,التدفق النقد من الاستثمار
Net Change in Fixed Asset,صافي التغير في الأصول الثابتة
Net Cash from Financing,صافي النقد من التمويل
Cash Flow from Financing,التدفق النقدي من التمويل
Net Change in Equity,صافي التغير في حقوق الملكية
{0},@@
Filter Based On,عامل التصفية على أساس
Start Date,تاريخ البدء
End Date,نهاية التاريخ
Start Year,بداية السنة
End Year,نهاية السنة
Report,تقرير
Accumulated Values in Group Company,القيم المتراكمة في مجموعة الشركة
Show zero values,إظهار القيم صفر
Customer,العميل
Tax Id,الرقم الضريبي
From Date must be before To Date,يجب أن تكون من تاريخ إلى تاريخ قبل
Opening Balance,الرصيد الافتتاحي
Closing Balance,الرصيد الختامي
Periodicity,دورية
Revenue,@@
Show with upcoming revenue/expense,@@
Name,اسم
Actual Posting,@@
Expected,@@
Billed Amount,القيمة المقدم فاتورة بها
Returned Amount,المبلغ المرتجع
Pending Amount,في انتظار المبلغ
Description,وصف
Select Dimension,@@
Payment Ledger Balance,@@
Statement of Account,كشف حساب
Party Name,اسم الطرف
Group by,المجموعة حسب
Group by Voucher (Consolidated),مجموعة بواسطة قسيمة (الموحدة)
Group by Account,مجموعة بواسطة حساب
Group by Party,مجموعة حسب الحزب
Consider Accounting Dimensions,ضع في اعتبارك أبعاد المحاسبة
Show Opening Entries,إظهار إدخالات الافتتاح
Show Cancelled Entries,إظهار الإدخالات الملغاة
Show Net Values in Party Account,@@
Ignore Exchange Rate Revaluation Journals,@@
Select an account to print in account currency,حدد حسابا للطباعة بعملة الحساب
Opening,افتتاحي
Closing (Opening + Total),الإغلاق (الافتتاحي + الإجمالي)
{0} and {1} are mandatory,{0} و {1} إلزاميان
Account {0} does not exists,الحساب {0} غير موجود
"Can not filter based on Child Account, if grouped by Account",@@
"Can not filter based on Voucher No, if grouped by Voucher",لا يمكن الفلتره علي اساس (رقم الأيصال)، إذا تم وضعه في مجموعة على اساس (ايصال)
Invalid {0}: {1},{0} غير صالح : {1}\n<br>\nInvalid {0}: {1}
Account: {0} does not exist,@@
GL Entry,GL الدخول
Debit ({0}),مدين ({0})
Credit ({0}),الائتمان ({0})
Balance ({0}),الرصيد ({0})
Against Voucher Type,مقابل إيصال  نوع
Against Voucher,مقابل إيصال
Nothing is included in gross,لا شيء مدرج في الإجمالي
Included in Gross Profit,المدرجة في الربح الإجمالي
Net Profit,صافي الربح
Group By,مجموعة من
Item Group,مجموعة الصنف
Posting Time,نشر التوقيت
Brand,العلامة التجارية
Warehouse,المستودعات
Qty,الكمية
Avg. Selling Rate,متوسط معدل البيع
Valuation Rate,سعر التقييم
Selling Amount,كمية البيع
Buying Amount,قيمة الشراء
Gross Profit,الربح الإجمالي
Gross Profit Percent,@@
Allocated Amount,المبلغ المخصص
Sales Return,مبيعات المعاده
No Terms,@@
Item,السلعة
Based On,وبناء على
Days Since Last order,الأيام منذ آخر طلب
Last Order Date,تاريخ أخر أمر بيع
Quantity,كمية
Days Since Last Order,أيام منذ آخر طلب
Invoice,فاتورة
Mode Of Payment,طريقة الدفع
Purchase Order,أمر الشراء
Stock Qty,الأسهم الكمية
Stock UOM,وحدة قياس السهم
% Of Grand Total,٪ من المجموع الكلي
Sales Order,طلب المبيعات
Total Tax,مجموع الضرائب
Total Other Charges,@@
Against Voucher No,@@
Include Account Currency,@@
Amount in Account Currency,@@
Payment Type,نوع الدفع
Incoming,الوارد
Outgoing,الصادر
Please select Party Type first,يرجى تحديد نوع الطرف أولا
{0} payment entries can not be filtered by {1},{0} لا يمكن فلترة المدفوعات المدخلة  {1}
Invoice Posting Date,تاريخ ترحيل الفاتورة
Payment Due Date,تاريخ استحقاق السداد
Age,عمر
0-30,@@
30-60,@@
60-90,@@
90 Above,@@
Delay in payment (Days),التأخير في الدفع (أيام)
POS Profile,الملف الشخصي لنقطة البيع
Cashier,أمين الصندوق
Payment Method,طريقة الدفع او السداد
Is Return,مرتجع؟
"Can not filter based on POS Profile, if grouped by POS Profile",لا يمكن التصفية بناءً على ملف تعريف نقطة البيع ، إذا تم تجميعها حسب ملف تعريف نقطة البيع
"Can not filter based on Customer, if grouped by Customer",لا يمكن التصفية بناءً على العميل ، إذا تم تجميعه بواسطة العميل
"Can not filter based on Cashier, if grouped by Cashier",لا يمكن التصفية على أساس Cashier ، إذا تم تجميعها بواسطة Cashier
"Can not filter based on Payment Method, if grouped by Payment Method",لا يمكن التصفية بناءً على طريقة الدفع ، إذا تم تجميعها حسب طريقة الدفع
POS Invoice,فاتورة نقاط البيع
Grand Total,المجموع الإجمالي
Margin View,@@
Include Default Book Entries,@@
Profit This Year,الربح هذا العام
Total Income This Year,إجمالي الدخل هذا العام
Total Expense This Year,إجمالي النفقات هذا العام
Total Income,إجمالي الدخل
Total Expense,المصاريف الكلية
Profit for the year,الربح السنوي
Net Profit/Loss,صافي الربح (الخسارة
Accounting Dimension,البعد المحاسبي
Select Accounting Dimension.,@@
Gross Profit / Loss,الربح الإجمالي / الخسارة
Show Ledger View,@@
Please select a supplier for fetching payments.,@@
No record found,لم يتم العثور على أي سجل
Voucher,@@
Net Total,صافي المجموع
Rounded Total,تقريب إجمالي
Owner,مالك
Show only POS,إظهار نقاط البيع فقط
Show Payment Details,إظهار تفاصيل الدفع
Payment Mode,طريقة الدفع
Sales and Returns,المبيعات والمرتجعات
Please select a customer for fetching payments.,@@
Tax Total,مجموع الضرائب
Shareholder,المساهم
Please select date,يرجى تحديد التاريخ
Share Type,نوع المشاركة
No of Shares,عدد األسهم
Average Rate,المعدل المتوسط
Transfer Type,نوع النقل
Share Transfer,نقل المشاركة
Report Name,@@
Mode,@@
New Report,@@
Custom Report,@@
Load Report,@@
Please change the date range to load data first,@@
Section,@@
New Section,@@
Section Name,اسم القسم
Delete Section,@@
Are you sure you want to delete section,@@
Component,مكون
Component Type,نوع المكون
Filtered Row Subtotal,@@
Section Subtotal,القسم الفرعي الفرعي
Add Component,@@
Column filters ignored,@@
Please select the Component Type first,@@
Please select the Section first,@@
Delete Component,@@
Are you sure you want to delete component,@@
Save & Run,@@
Show Detail,@@
Help,مساعدة
Load,@@
A report component cannot refer to its parent section,@@
A report component can only refer to an earlier section,@@
Taxes and Charges Template,@@
The wrong report is referenced.,@@
The parent report cannot be overwritten.,@@
Report created successfully,@@
Report updated successfully,@@
From Date and To Date lie in different Fiscal Year,من التاريخ والوقت تكمن في السنة المالية المختلفة
Section Code,كود القسم
Entity Type,نوع الكيان
TDS Rate %,نسبة TDS٪
TCS Rate %,@@
Total Amount,الاعتماد الأساسي
Tax Amount,@@
Supplier Invoice Date,المورد فاتورة التسجيل
Base Total,@@
TDS Amount,@@
TCS Amount,@@
Transaction Type,نوع المعاملة
Reference No.,رقم المرجع.
Date of Transaction,تاريخ المعاملة
No {0} Accounts found for this company.,@@
Accounts Missing Error,@@
Period Closing Entry,قيد إغلاق الفترة/المدة
Show unclosed fiscal year's P&L balances,تظهر P &amp; L أرصدة السنة المالية غير مغلق ل
Show net values in opening and closing columns,@@
Fiscal Year {0} is required,السنة المالية {0} مطلوبة
Fiscal Year {0} does not exist,السنة المالية {0} غير موجودة
From Date should be within the Fiscal Year. Assuming From Date = {0},(من التاريخ) يجب أن يكون ضمن السنة المالية. بافتراض (من التاريخ) = {0}
To Date should be within the Fiscal Year. Assuming To Date = {0},إلى التسجيل يجب أن يكون ضمن السنة المالية. على افتراض إلى تاريخ = {0}
Opening (Dr),افتتاحي  (Dr)
Opening (Cr),افتتاحي (Cr)
Closing (Dr),إغلاق (مدين)
Closing (Cr),إغلاق (دائن)
Totals,المجاميع
